Species Name,Family,Genus,Local Status,Fire Traits
Sarcochilus falcatus,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (f)', 'post_fire_flowering': 'fire_enhanced_flowering (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Plantago coronopus,,,,{'resprouting_capacity': 'fire_killed (1)'}
Myoporum boninense,,,,{'resprouting_capacity': 'fire_killed (1)'}
Pyrorchis nigricans,,,,"{'post_fire_recruitment': 'post_fire_recruitment_absent (V)', 'post_fire_flowering': 'fire_enhanced_flowering (V)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (2)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Eucalyptus globulus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'resprouting_capacity_proportion_individuals': '0.00466666667 (1); 0.29 (1); 0.466666667 (1); 0.64 (1); 1 (1)'}"
Acacia saligna,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '32.5581395348837 (1); 36 (1)', 'fire_time_from_fire_to_fruiting': '33.7209302325581 (1)', 'fire_time_from_fire_to_flowering_decline': '72 (1)', 'fire_time_from_fire_to_peak_flowering': '48 (1)'}"
Corymbia citriodora,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1); post_fire_recruitment_absent (1)', 'resprouting_capacity': 'resprouts (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Corymbia torelliana,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)'}"
Cotula coronopifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Oxalis thompsoniae,,,,{'resprouting_capacity': 'fire_killed (1)'}
Sida spinosa,,,,{'resprouting_capacity': 'fire_killed (f)'}
Thunbergia alata,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '6.04651162790698 (1)'}"
Agave americana,,,,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '4.41860465116279 (1)'}"
Yucca aloifolia,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Nothoscordum borbonicum,,,,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_flowering': '2.09302325581395 (1)', 'fire_time_from_fire_to_fruiting': '4.18604651162791 (1)'}"
Amaranthus hybridus,,,,"{'resprouting_capacity': 'fire_killed (1)', 'fire_time_from_fire_to_flowering': '2.7906976744186 (1)', 'fire_time_from_fire_to_fruiting': '4.41860465116279 (1)'}"
Amaranthus viridis,,,,{'resprouting_capacity': 'fire_killed (1)'}
Toxicodendron succedaneum,,,,{'resprouting_capacity': 'resprouts (1)'}
Chlorophytum comosum,,,,"{'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1); 3.72093023255814 (1)'}"
Cyclospermum leptophyllum,,,,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '6.51162790697674 (1)', 'fire_time_from_fire_to_fruiting': '10 (1)'}"
Foeniculum vulgare,,,,"{'resprouting_capacity': 'resprouts (4)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 14.6511627906977 (1)', 'fire_time_from_fire_to_fruiting': '14.6511627906977 (1)'}"
Hydrocotyle bonariensis,,,,"{'resprouting_capacity': 'resprouts (3)', 'fire_time_from_fire_to_flowering': '2.55813953488372 (1)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)'}"
Araujia sericifera,,,,"{'resprouting_capacity': 'resprouts (V)', 'fire_time_from_fire_to_fruiting': '14.1860465116279 (1)'}"
Gomphocarpus fruticosus,,,,"{'resprouting_capacity': 'fire_killed (2)', 'fire_time_from_fire_to_flowering': '8.83720930232558 (1)'}"
Nerium oleander,,,,"{'resprouting_capacity': 'resprouts (2)', 'fire_time_from_fire_to_flowering': '34.8837209302326 (1)'}"
Vinca major,,,,"{'resprouting_capacity': 'resprouts (1)', 'fire_time_from_fire_to_flowering': '8.37209302325581 (1)'}"
Hedera helix,,,,{'resprouting_capacity': 'resprouts (V)'}
Phoenix canariensis,,,,{'resprouting_capacity': 'resprouts (1)'}
Washingtonia filifera,,,,"{'post_fire_flowering': 'fire_enhanced_flowering (1)', 'resprouting_capacity': 'fire_killed (1)'}"
Asparagus aethiopicus,,,,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 12 (1)'}"
Asparagus africanus,,,,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus asparagoides,,,,"{'resprouting_capacity': 'resprouts (6)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_resprout (1)', 'fire_time_from_fire_to_flowering': '12 (1); 12.093023255814 (1)', 'fire_time_from_fire_to_fruiting': '10.6976744186047 (1)'}"
Asparagus officinalis,,,,"{'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'fire_time_from_fire_to_fruiting': '4.18604651162791 (1)'}"
Asparagus plumosus,,,,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus scandens,,,,"{'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asparagus virgatus,,,,"{'resprouting_capacity': 'resprouts (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)'}"
Asphodelus fistulosus,,,,{'resprouting_capacity': 'resprouts (1)'}
Ageratina adenophora,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '10.2325581395349 (1); 12 (1); 8.83720930232558 (1)', 'fire_time_from_fire_to_fruiting': '10.2325581395349 (1)'}"
Ageratina riparia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1); 7.90697674418605 (1); 9.30232558139535 (1)', 'fire_time_from_fire_to_fruiting': '8.83720930232558 (1)'}"
Ambrosia artemisiifolia,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '3.02325581395349 (1)'}"
Ambrosia psilostachya,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Arctotheca calendula,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (4)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (V)'}"
Bidens pilosa,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '3.02325581395349 (1); 4.41860465116279 (1)', 'fire_time_from_fire_to_fruiting': '4.41860465116279 (1)'}"
Bidens subalternans,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '2.7906976744186 (1)', 'fire_time_from_fire_to_fruiting': '3.72093023255814 (1)'}"
Bidens tripartita,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)'}"
Centaurea melitensis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Chrysanthemoides monilifera,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cichorium intybus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Cirsium vulgare,,,,"{'post_fire_recruitment': 'post_fire_recruitment (V)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (V)', 'fire_time_from_fire_to_fruiting': '10.6976744186047 (1); 11.8604651162791 (1)'}"
Coreopsis lanceolata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (1); resprouts (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '9.76744186046512 (1)', 'fire_time_from_fire_to_peak_flowering': '24 (1); 36 (1)'}"
Crepis capillaris,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'partial_resprouting (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1)'}"
Delairea odorata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '29.0697674418605 (1)'}"
Dimorphotheca ecklonis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Erigeron karvinskianus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (1); 2.32558139534884 (1); 6.27906976744186 (1)', 'fire_time_from_fire_to_fruiting': '6.27906976744186 (1)'}"
Eriocephalus africanus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Galinsoga parviflora,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '2.7906976744186 (1); 3.48837209302326 (1)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)'}"
Gamochaeta calviceps,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Gamochaeta coarctata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '6.27906976744186 (1)', 'fire_time_from_fire_to_fruiting': '6.27906976744186 (1)'}"
Gamochaeta purpurea,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Gazania rigens,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Gnaphalium polycaulon,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Hypochaeris albiflora,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)'}"
Hypochaeris glabra,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (1); 24 (1)'}"
Hypochaeris radicata,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'resprouts (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '12 (V)', 'fire_time_from_fire_to_fruiting': '2.32558139534884 (1)'}"
Lactuca serriola,,,,"{'post_fire_recruitment': 'post_fire_recruitment (3)', 'resprouting_capacity': 'fire_killed (5)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (1)', 'fire_time_from_fire_to_flowering': '11.6279069767442 (1); 12 (1)', 'fire_time_from_fire_to_fruiting': '11.6279069767442 (1)'}"
Roldana petasitis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'resprouts (3)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)', 'fire_time_from_fire_to_fruiting': '8.83720930232558 (1)'}"
Senecio madagascariensis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (1); 3.6 (1); 6.04651162790698 (1)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)'}"
Senecio pterophorus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (1)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '35.8139534883721 (1)'}"
Soliva sessilis,,,,"{'post_fire_recruitment': 'post_fire_recruitment (1)', 'resprouting_capacity': 'fire_killed (f)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '12 (f)', 'fire_time_from_fire_to_fruiting': '10 (1)'}"
Sonchus oleraceus,,,,"{'post_fire_recruitment': 'post_fire_recruitment (2)', 'resprouting_capacity': 'fire_killed (V)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (2)', 'fire_time_from_fire_to_flowering': '3.48837209302326 (2)', 'fire_time_from_fire_to_fruiting': '3.48837209302326 (1)'}"
Tagetes minuta,,,,"{'post_fire_recruitment': 'post_fire_recruitment (f)', 'resprouting_capacity': 'fire_killed (2)', 'resprouting_capacity_non_fire_disturbance': 'resprouts_non_fire_disturbance (f)', 'resprouting_capacity_juvenile': 'juvenile_fire_killed (f)', 'fire_time_from_fire_to_flowering': '4.65116279069767 (2)', 'fire_time_from_fire_to_fruiting': '4.65116279069767 (1)'}"
